url	title	provider	monitor	os	front_cam	back_cam	cpu	ram	rom	SD	SIM	battery
https://tiki.vn/dien-thoai-vsmart-joy-2-hang-chinh-hang-p32453719.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vsmart Joy 2+ (Hàng Chính Hãng)	Vsmart	Màn hình: IPS LCD, 6.2", HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 8 MP 	Camera sau: Chính 13 MP & Phụ 5 MP 	CPU: Qualcomm Snapdragon 450 8 nhân 64-bit 	RAM: 2 GB 	Bộ nhớ trong: 32 GB 	Thẻ nhớ: MicroSD, hỗ trợ tối đa 128 GB 	Thẻ SIM: 2 Nano SIM, Hỗ trợ 4G 	Dung lượng pin: 4500 mAh, có sạc nhanh 
https://tiki.vn/dien-thoai-iphone-x-vn-a-hang-chinh-hang-vn-a-p36700347.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone X VN/A - Hàng Chính Hãng VN/A	Apple	Màn hình: Super AMOLED capacitive touchscreen, 5.8 inch HD 		Camera Trước/Sau: 7MP/ 2 camera 12MP 		CPU: Apple A11 Bionic 6 nhân 	RAM: 3GB 	Bộ Nhớ: Tùy chọn 64GB / 256GB 		SIM: 1 Nano SIM 	
https://tiki.vn/dien-thoai-iphone-xr-64gb-hang-nhap-khau-chinh-hang-p4529255.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone XR 64GB - Hàng Nhập Khẩu Chính Hãng	Apple	Màn hình: 6.1 inch LCD (828 x 1792), 324 ppi, 3D touch, True-tone 		Camera Trước/Sau: 7MP / 12MP 		CPU: A12 Binonic 64-bit 7nm 	RAM: 3GB 	Bộ Nhớ: 64GB 		Khách hàng sử dụng tại Việt Nam phải kích hoạt đầu tiên bằng sim Việt Nam, nếu kích bằng sim nước ngoài sẽ bị khóa vĩnh viễn ko sử dụng được Không sử dụng được eSIM tại Việt Nam, chỉ sử dụng được tại Mỹ SIM: Nano Sim, eSim 	
https://tiki.vn/dien-thoai-iphone-11-pro-64gb-hang-chinh-hang-p32036936.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 11 Pro 64GB - Hàng Chính Hãng 	Apple	Màn hình: 5.8 inchs, 1125 x 2436 Pixels 	Hệ điều hành: iOS 13 	Camera trước: 12 MP 	Camera sau: Bộ 3 camera 12MP 	CPU: Apple A13 Bionic (7 nm+) 	RAM: 4GB 	Bộ nhớ trong: 64 GB 		SIM: 1 Nano SIM, 1 eSIM 	Dung lượng pin: 3190 mAh 
https://tiki.vn/dien-thoai-iphone-xs-max-64gb-hang-chinh-hang-p4538569.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone XS Max 64GB - Hàng Chính Hãng	Apple	Màn hình OLED 6.5 inch Màn hình viền siêu mỏng, khung thép không rỉ 	Hệ điều hành: iOS 12 chính thức 	Camera kép 12MP, camera trước 7MP xóa phông 		Chip xử lý: A12 Bionic 64-bit 7nm 	RAM: 4GB 			1 Nano SIM + 1 eSIM 	
https://tiki.vn/dien-thoai-samsung-galaxy-a50s-64gb-4gb-hang-chinh-hang-p29964500.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A50s (64GB/4GB) - Hàng Chính Hãng	Samsung	Màn hình: 6.4” Super AMOLED, chuẩn điện ảnh 19.5:9 Infinity-U FHD+ Mật, Bảo mật vân tay dưới màn hình 		Camera Trước: 32MP (F2.0) 	Camera Sau: 48MP (F2.0) + 5MP (F2.2) + 8MP (F2.2) 	CPU: Exynos 9610 Octa Core 2.3GHz 	RAM: 4GB 	Bộ Nhớ: 64GB 			Pin: 4000 mAh 
https://tiki.vn/dien-thoai-samsung-galaxy-a10s-32gb-2gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p29396058.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A10s (32GB/2GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Màn hình: 6.2 inch HD+ PLS TFT LCD 		Camera Trước: 5MP 	Camera Sau : 13.0 MP + 2.0 MP 	CPU: Exynos 7884 8 nhân 	RAM: 2GB 	Bộ Nhớ: 32GB 			
https://tiki.vn/dien-thoai-vivo-v15-hang-chinh-hang-p10759690.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vivo V15 -  Hàng Chính Hãng	Vivo	Màn hình: 6.53 inch FHD+ (1080 x 2340) 		Camera Trước: 32MP f/2.0 	Camera Sau: 24MP DP (12MP) f/1.78 + 8MP f/2.2 + 5MP f/2.4 (3 Camera) 	CPU: MTK Helio P70, 8 nhân (2.1GHz) 	RAM: 6GB 	Bộ Nhớ: 128GB 		SIM tương thích: 2 Nano SIM 	
https://tiki.vn/dien-thoai-samsung-galaxy-a30-32gb-3gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p19351190.html?src=category-page-1789.1795&2hi=0	Điện Thoại Samsung Galaxy A30 (32GB/3GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Thiết kế: Nguyên khối, màn hình vô cực Màn hình: 6.4” FHD+ (1080x2220) super AMOLED 		Camera Trước: 16P FF (F1.9) 	Camera Sau: 16MP (F1.9) + 5MP (F2.2) 	CPU: Exynos 7885 8 nhân 64-bit 	RAM: 3GB 	Bộ Nhớ: 32GB 			
https://tiki.vn/dien-thoai-samsung-galaxy-s10-plus-128gb-8gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p12206824.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy S10 Plus (128GB/8GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Thiết kế: Nguyên khối, màn hình vô cực Màn hình: Super AMOLED, 6.44"", Quad HD+ (2K+) Tính năng: Chống nước, chống bụi, Mở khóa bằng khuôn mặt, Quét mống mắt, Mở khoá vân tay dưới màn hình, Quét vân tay siêu âm, Powershare 		Camera Trước: Camera kép (10MP (2PD) f1.9, Depth Camera 8MP f2.2) 	Camera Sau: 3 camera (Tele 12MP (2PD) f2.4 + góc rộng 12MP f1.5/2.4 + siêu rộng 16MP f2.2 123 độ) 	CPU: Lõi 8, Exynos 9820 	RAM: 8GB 	Bộ Nhớ: 128GB 			
https://tiki.vn/dien-thoai-samsung-galaxy-a70-128gb-6gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p13442996.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A70 (128GB/6GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Thiết kế: Nguyên khối, Màn hình Infinity-U Màn hình: Super AMOLED 6.7 inch Full HD+ (1080 x 2220 Pixels) Tính năng: Cảm biến vân tay dưới màn hình, Nhận Diện Khuôn Mặt, Thư Mục Bảo Mật, Trợ lý ảo Bixby 		Camera Trước: 32MP 	Camera Sau : 32 MP + 8 MP + 5 MP. 	CPU: Snapdragon 675 8 nhân 64-bit 	RAM: 6GB 	Bộ Nhớ: 128GB 			
https://tiki.vn/dien-thoai-oppo-f11-pro-6gb-128gb-hang-chinh-hang-p15340168.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO F11 Pro (6GB/128GB) - Hàng Chính Hãng	OPPO	Màn hình: LTPS LCD, 6.53", Full HD+ (1080 x 2340 Pixels) 		Camera Trước/Sau: 16MP/48MP + 5MP (2 camera) 		CPU: MediaTek Helio P70 8 nhân 	RAM: 6GB 	Bộ Nhớ: 128GB 		SIM tương thích: 2 Nano SIM 	
https://tiki.vn/dien-thoai-iphone-8-64gb-nhap-khau-chinh-hang-p938076.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 8 64GB - Nhập Khẩu Chính Hãng	Apple	Màn hình: LED-backlit IPS LCD, 4.7 inch HD 		Camera Trước/Sau: 7MP/12MP 		CPU: Apple A11 Bionic 6 nhân 	RAM: 2GB 	Bộ Nhớ: 64GB 		SIM: 1 Nano SIM 	
https://tiki.vn/dien-thoai-samsung-galaxy-note-9-128gb-6gb-hang-chinh-hang-p2891809.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy Note 9 (128GB/6GB) - Hàng Chính Hãng	Samsung	Thiết kế: Nguyên khối, Màn hình vô cực không viền Màn hình: 6.4 inch 2960 x 1440 pixels 		Camera Trước: 8MP 	Camera Sau: 12 MP Dual-camera 	CPU: Exynos 9810 8 nhân 64 bit 	RAM: 6GB 	Bộ Nhớ: 128GB 		SIM tương thích: 2 Nano SIM 	
https://tiki.vn/dien-thoai-pocophone-f1-64gb-6gb-hang-chinh-hang-p3932165.html?src=category-page-1789.1795&2hi=0	Điện Thoại Pocophone F1 (64GB/6GB) - Hàng Chính Hãng	Pocophone by Xiaomi	Màn hình: 6.18 inch IPS LCD, Full HD+ (1080 x 2246 pixels) 16M colors 		Camera Trước/Sau: 20 MP, f/2.0, 0.9µm / 12 MP, f/1.9, 1/2.55", 1.4µm, dual pixel PDAF 5 MP, depth sensor 		CPU: Qualcomm SDM845 Snapdragon 845 Octa-core 	RAM: 6GB 	Bộ Nhớ: 64GB 	CPU: Qualcomm SDM845 Snapdragon 845 Octa-core 	SIM tương thích: Nano SIM 	Tính năng: Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt, Chụp ảnh xóa phông, sạc pin nhanh,... 
https://tiki.vn/dien-thoai-xiaomi-mi-9t-6gb-64gb-hang-chinh-hang-p24763732.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Mi 9T (6GB/64GB) - Hàng Chính Hãng	Xiaomi	Màn hình: AMOLED, 6.39", Full HD+ Bảo mật nâng cao: Mở khóa bằng khuôn mặt, Mở khoá vân tay dưới màn hình 		Camera Trước: 20 MP 	Camera Sau: Chính 48 MP & Phụ 13 MP, 8 MP 	CPU: Snapdragon 730 8 nhân 	RAM: 6GB 	Bộ Nhớ: 64GB 		SIM tương thích: 2 Nano SIM 	Dung lượng pin: 4000 mAh, có sạc nhanh 
https://tiki.vn/dien-thoai-realme-q-4gb-64gb-hang-nhap-khau-p36030465.html?src=category-page-1789.1795&2hi=0	Điện thoại Realme Q (4GB/64GB) -Hàng nhập khẩu	Realme	Màn hình: IPS LCD 6.3 inches 1080 x 2340 pixels 	Hệ điều hành: Android 9.0 (Pie); ColorOS 6 		Camera sau: 4 Camera: 48MP, 8MP, 2MP, 2MP , 2160p@30fps 						
https://tiki.vn/dien-thoai-samsung-galaxy-a10s-32gb-2gb-hang-chinh-hang-p25918805.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A10s (32GB/2GB) - Hàng Chính Hãng	Samsung	Màn hình: 6.2 inch HD+ PLS TFT LCD 		Camera Trước: 5MP 	Camera Sau : 13.0 MP + 2.0 MP 	CPU: Exynos 7884 8 nhân 	RAM: 2GB 	Bộ Nhớ: 32GB 			
https://tiki.vn/dien-thoai-samsung-galaxy-s7-hang-nhap-khau-p23622471.html?src=category-page-1789.1795&2hi=0	Điện thoại Samsung Galaxy S7 - Hàng nhập khẩu	Samsung	Màn hình: Super AMOLED, 5.1", Quad HD (2K) 	Hệ điều hành: Android 6.0 (Marshmallow) 	Camera trước: 5 MP 	Camera sau: 12 MP 	CPU: Exynos 8890 8 nhân 64-bit 					
https://tiki.vn/dien-thoai-samsung-galaxy-note-9-128gb-6gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p12206842.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy Note 9 (128GB/6GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Thiết kế: Nguyên khối, Màn hình vô cực không viền Màn hình: 6.4 inch (2960 x 1440 pixels) 		Camera Trước: 8MP 	Camera Sau: 12 MP Dual-camera 	CPU: Exynos 9810 8 nhân 64 bit 	RAM: 6GB 	Bộ Nhớ: 128GB 		SIM tương thích: 2 Nano SIM 	
https://tiki.vn/dien-thoai-iphone-8-plus-hang-chinh-hang-vn-a-p36700352.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 8 Plus - Hàng Chính Hãng VN/A	Apple	Màn hình: LED-backlit IPS LCD, 5.5 inch Full HD 		Camera Trước/Sau: 7MP/ 2 camera 12MP 		CPU: Apple A11 Bionic 6 nhân 	RAM: 3GB 	Bộ Nhớ: 64GB 		SIM: 1 Nano SIM 	
https://tiki.vn/dien-thoai-oppo-reno-2f-hang-chinh-hang-p35729872.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO Reno 2F - Hàng Chính Hãng	OPPO	Màn hình: AMOLED, 6.5", Full HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 16 MP 	Camera sau: Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP 	CPU: MediaTek Helio P70 8 nhân 	RAM: 8 GB 		Thẻ nhớ: MicroSD, hỗ trợ tối đa 256 GB 	Thẻ SIM: 2 Nano SIM, Hỗ trợ 4G 	Dung lượng pin: 4000 mAh, có sạc nhanh 
https://tiki.vn/dien-thoai-iphone-6s-plus-32gb-vn-a-hang-chinh-hang-p1823081.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 6s Plus 32GB VN/A - Hàng Chính Hãng	Apple	Màn hình: 5.5 inch, Full HD (1080 x 1920 pixels) 		Camera Trước/Sau: 5MP/ 12MP 		CPU: Apple A9 2 nhân 64-bit 	RAM: 2GB 	Bộ nhớ: 32GB 			
https://tiki.vn/dien-thoai-vivo-y19-128gb-6gb-hang-chinh-hang-p39033996.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vivo Y19 (128GB/6GB) - Hàng Chính Hãng	Vivo	Màn hình: IPS LCD, 6.53", Full HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 16 MP 	Camera sau: Chính 16 MP & Phụ 8 MP, 2 MP 	CPU: MediaTek MT6768 8 nhân (Helio P65) 	RAM: 6 GB 	Bộ nhớ trong: 128 GB 	Thẻ nhớ: MicroSD, hỗ trợ tối đa 256 GB 	Thẻ SIM: 2 Nano SIM, Hỗ trợ 4G 	Dung lượng pin: 5000 mAh, có sạc nhanh 
https://tiki.vn/dien-thoai-oppo-f11-hang-chinh-hang-p11588693.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO F11 - Hàng Chính Hãng	OPPO	Màn hình: LTPS LCD, 6.53", Full HD+ (1080 x 2340 Pixels) 		Camera Trước/Sau: 16MP/48MP + 5MP (2 camera) 		CPU: MediaTek Helio P70 8 nhân 	RAM: 6GB 	Bộ Nhớ: 64GB 		SIM tương thích: 2 Nano SIM 	
https://tiki.vn/dien-thoai-samsung-galaxy-a30-32gb-3gb-hang-chinh-hang-p13753821.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A30 (32GB/3GB) - Hàng Chính Hãng	Samsung	Thiết kế: Nguyên khối, màn hình vô cực Màn hình: 6.4” FHD+ (1080x2220) super AMOLED Tính năng: Bảo mật vân tay, Nhân bản ứng dụng, Màn hình luôn hiển thị AOD, Mặt kính 2.5D, Chặn tin nhắn, Sạc pin nhanh, Đèn pin, Dolby Audio, Chặn cuộc gọi 		Camera Trước: 16P FF (F1.9) 	Camera Sau: 16MP (F1.9) + 5MP (F2.2) 	CPU: Exynos 7904 8 nhân 64-bit 	RAM: 3GB 	Bộ Nhớ: 32GB 			Tính năng: Bảo mật vân tay, Nhân bản ứng dụng, Màn hình luôn hiển thị AOD, Mặt kính 2.5D, Chặn tin nhắn, Sạc pin nhanh, Đèn pin, Dolby Audio, Chặn cuộc gọi 
https://tiki.vn/dien-thoai-iphone-7-plus-32gb-hang-nhap-khau-chinh-hang-p259935.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 7 Plus 32GB - Hàng Nhập Khẩu Chính Hãng	Apple	Màn hình: 5.5 inch, Full HD (1080 x 1920 pixels) 		Camera Trước/Sau: 7MP/ 12MP 		CPU: Apple A10 Fusion 4 nhân 64-bit 	RAM: 3GB 	Bộ nhớ: 32GB 			
https://tiki.vn/dien-thoai-xiaomi-mi-a3-4gb-64gb-hang-chinh-hang-p24764475.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Mi A3 (4GB/64GB) - Hàng Chính Hãng	Xiaomi	Màn hình: 6.1 inches, 720 x 1560 Pixels Bảo mật: Vân tay âm màn hình 	Hệ điều hành: Android One 	Camera Trước: 32 MP 	Camera Sau: 48 MP,13 MP +8 MP (3 camera) 	CPU: Snap dragon 665, 8, 2.0Ghz 	RAM: 4GB 	Bộ Nhớ: 64GB 			Dung lượng pin: 4030 mAh, có sạc nhanh 
https://tiki.vn/dien-thoai-vivo-y11-hang-chinh-hang-p37694867.html?src=category-page-1789.1795&2hi=1	Điện thoại Vivo Y11 - Hàng chính hãng	Vivo	Màn hình: IPS LCD, 6.35", HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 8 MP 	Camera sau: Chính 13 MP & Phụ 2 MP 	CPU: Qualcomm Snapdragon 439 8 nhân 64-bit 	RAM: 3 GB 	Bộ nhớ trong: 32 GB 	Thẻ nhớ: MicroSD, hỗ trợ tối đa 256 GB 	Thẻ SIM: 2 Nano SIM, Hỗ trợ 4G 	Dung lượng pin: 5000 mAh 
https://tiki.vn/dien-thoai-coolpad-n3-hang-chinh-hang-p10142975.html?src=category-page-1789.1795&2hi=1	Điện Thoại Coolpad N3 - Hàng Chính Hãng	Coolpad	Màn hình: 5.45 inch HD+ (720 x 1440) pixels, IPS LCD 			Camera sau: 5MP và 0.3MP (2 camera) 	CPU: Spreadtrum SC9850K 4 nhân (1.2 GHz) 	RAM: 1GB 	Bộ nhớ: 16GB 		SIM tương thích: Nano SIM 	
https://tiki.vn/dien-thoai-iphone-11-pro-max-512gb-hang-chinh-hang-p32036308.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 11 Pro Max 512GB - Hàng Chính Hãng 	Apple	Màn hình: OLED (Super Retina XDR), 6.5 inch, 2688 x 1242 pixels 		Camera Trước/Sau: 12MP / 12MP + 12MP + 12MP 		CPU: Apple A13 Bionic (7 nm+) 	RAM: 4GB 	Bộ Nhớ: 512GB 		SIM: 1 Nano SIM, 1 esim 	Tính năng: Chống nước, chống bụi, Face ID, Sạc pin nhanh 
https://tiki.vn/dien-thoai-iphone-8-plus-64gb-nhap-khau-chinh-hang-p938174.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 8 Plus 64GB - Nhập Khẩu Chính Hãng	Apple	Màn hình: LED-backlit IPS LCD, 5.5 inch Full HD 		Camera Trước/Sau: 7MP/ 2 camera 12MP 		CPU: Apple A11 Bionic 6 nhân 	RAM: 3GB 	Bộ Nhớ: 64GB 		SIM: 1 Nano SIM 	
https://tiki.vn/dien-thoai-oppo-a1k-hang-chinh-hang-p17510352.html?src=category-page-1789.1795&2hi=1	Điện Thoại Oppo A1K - Hàng Chính Hãng	OPPO	Màn hình IPS, 6.1", HD+ 		Camera trước: 5MP 	Camera sau: 8MP 	CPU: MediaTek MT6762R 8 nhân 	RAM: 2GB 			Thẻ SIM: 2 Nano SIM 	Dung lượng pin: 4000mAh, công nghệ sạc nhanh 
https://tiki.vn/dien-thoai-iphone-xs-64gb-hang-chinh-hang-p4533169.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone XS 64GB - Hàng Chính Hãng	Apple	Màn hình OLED: 5.8 inch Super Retina (2436 x 1125), 463ppi, 3D Touch, TrueTone Dolby Vision HDR 10 		Camera Trước/Sau: 7MP/ 2 camera 12MP 		CPU: A12 Bionic 64-bit 7nm 	RAM: 4GB 	Bộ Nhớ: 64GB 		SIM: 1 Nano SIM - 1 eSIM 	
https://tiki.vn/dien-thoai-oppo-f7-128gb-6gb-hang-chinh-hang-p1890339.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO F7 (128GB/6GB) - Hàng Chính Hãng	OPPO	Màn hình: 6.23 inch 		Camera Trước/Sau: 16MP/25MP 		CPU: MediaTek P60 	RAM: 6GB 	Bộ Nhớ: 128GB 		SIM: 2 Nano SIM 	
https://tiki.vn/dien-thoai-asus-zenfone-max-pro-m1-hang-chinh-hang-p3132977.html?src=category-page-1789.1795&2hi=1	Điện Thoại Asus Zenfone Max Pro M1 - Hàng Chính Hãng	Asus	Màn hình: 5.99 inch Full HD+ (1080 x 2160) IPS LCD 		Camera Trước/Sau: 8MP/13 MP và 5 MP (2 camera) 		CPU: Qualcomm Snapdragon 636 8 nhân 	RAM: 3GB 	Bộ nhớ: 32GB 		SIM tương thích: Nano SIM 	
https://tiki.vn/dien-thoai-iphone-7-plus-128gb-hang-nhap-khau-chinh-hang-p269707.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 7 Plus 128GB - Hàng Nhập Khẩu Chính Hãng	Apple	Màn hình: 5.5 inch, Full HD (1080 x 1920 pixels) 		Camera Trước/Sau: 7MP/ 12MP 		CPU: Apple A10 Fusion 4 nhân 64-bit 	RAM: 3GB 	Bộ nhớ: 128GB 			
https://tiki.vn/dien-thoai-realme-5-3gb-64gb-hang-chinh-hang-p34478306.html?src=category-page-1789.1795&2hi=0	Điện Thoại Realme 5 (3GB/64GB) - Hàng Chính Hãng	Realme	Màn hình: 6.5'', Màn hình giọt sương cải tiến 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 13 MP 	Camera sau: Chính 12 MP & Phụ 8 MP, 2 MP, 2 MP 	CPU: Qualcomm Snapdragon 665 8 nhân 	RAM: 3 GB 	Bộ nhớ trong: 64 GB 		2 Nano SIM, Hỗ trợ 4G 	Pin: 5000 mAH 
https://tiki.vn/dien-thoai-iphone-xs-max-256gb-nhap-khau-chinh-hang-p4539483.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone XS Max 256GB - Nhập Khẩu Chính Hãng	Apple	Màn hình OLED 6.5 inch Màn hình viền siêu mỏng, khung thép không rỉ 	Hệ điều hành: iOS 12 chính thức 	Camera kép 12MP, camera trước 7MP xóa phông 		Chip xử lý: A12 Bionic 64-bit 7nm 	RAM: 4GB 			Khách hàng sử dụng tại Việt Nam phải kích hoạt đầu tiên bằng sim Việt Nam, nếu kích bằng sim nước ngoài sẽ bị khóa vĩnh viễn ko sử dụng được Không sử dụng được eSIM tại Việt Nam, chỉ sử dụng được tại Mỹ SIM: Nano SIM, eSIM 	
https://tiki.vn/dien-thoai-oppo-a9-2020-128g-8gb-hang-chinh-hang-p31276832.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO A9 2020 (128G/8GB) - Hàng Chính Hãng	OPPO	Màn hình: IPS LCD, 6.5", HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 16 MP 	Camera sau: Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP 	CPU: Qualcomm Snapdragon 665 8 nhân 	RAM: 8 GB 	Bộ nhớ trong: 128 GB 	Thẻ nhớ: MicroSD, hỗ trợ tối đa 256 GB 	Thẻ SIM: 2 Nano SIM, Hỗ trợ 4G 	Dung lượng pin: 5000 mAh 
https://tiki.vn/dien-thoai-samsung-galaxy-a70-128gb-6gb-hang-chinh-hang-p13481647.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A70 (128GB/6GB) - Hàng Chính Hãng	Samsung	Thiết kế: Nguyên khối, Màn hình Infinity-U Màn hình: Super AMOLED 6.7 inch Full HD+ (1080 x 2220 Pixels) Tính năng: Cảm biến vân tay dưới màn hình, Nhận Diện Khuôn Mặt, Thư Mục Bảo Mật, Trợ lý ảo Bixby 		Camera Trước: 32MP 	Camera Sau : 32 MP + 8 MP + 5 MP. 	CPU: Snapdragon 675 8 nhân 64-bit 	RAM: 6GB 	Bộ Nhớ: 128GB 			
https://tiki.vn/dien-thoai-realme-5-pro-4gb-128gb-hang-chinh-hang-p34478298.html?src=category-page-1789.1795&2hi=1	Điện Thoại Realme 5 Pro (4GB/128GB) - Hàng Chính Hãng	Realme	Màn hình: IPS LCD, 6.3", Full HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 16 MP 	Camera sau: Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP 	CPU: Snapdragon 712 8 nhân 64-bit Tốc độ CPU: 2 nhân 2.3 Ghz & 6 nhân 1.7 Ghz 	RAM:4 GB 	Bộ nhớ trong:128 GB 		SIM: 2 Nano SIM 	Dung lượng pin: 4035 mAh, có sạc nhanh 
https://tiki.vn/dien-thoai-samsung-galaxy-a20-32gb-3gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p13007748.html?src=category-page-1789.1795&2hi=0	Điện Thoại Samsung Galaxy A20 (32GB/3GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Màn hình: Super AMOLED, 6.4", HD+ (720 x 1560 Pixels) Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 		Camera Trước: 8MP 	Camera Sau : Chính 13 MP & Phụ 5 MP 	CPU: Exynos 7884 8 nhân 	RAM: 3GB 	Bộ Nhớ: 32GB 			Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 
https://tiki.vn/dien-thoai-oppo-a3s-32gb-3gb-hang-chinh-hang-p4066415.html?src=category-page-1789.1795&2hi=0	Điện Thoại OPPO A3s (32GB/3GB) - Hàng Chính Hãng	OPPO	Màn hình: 6.2 inch (Màn hình siêu tràn), HD+ 		Camera Trước: 8 MP (Hỗ trợ công nghệ A.I) 	Camera Sau: 13 MP + 2 MP (Camera kép) 	CPU: Quacolmm SDM 450 8 nhân, 1.8GHz 	RAM: 3GB 	Bộ Nhớ: 32GB 	CPU: Quacolmm SDM 450 8 nhân, 1.8GHz 	SIM: 2 Nano SIM 	
https://tiki.vn/dien-thoai-samsung-galaxy-s10-plus-hang-chinh-hang-p26229504.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy S10 Plus - Hàng Chính Hãng	Samsung	Thiết kế: Nguyên khối, màn hình vô cực Màn hình: Super AMOLED, 6.44"", Quad HD+ (2K+) Tính năng: Chống nước, chống bụi, Mở khóa bằng khuôn mặt, Quét mống mắt, Mở khoá vân tay dưới màn hình, Quét vân tay siêu âm, Powershare 		Camera Trước: Camera kép (10MP (2PD) f1.9, Depth Camera 8MP f2.2) 	Camera Sau: 3 camera (Tele 12MP (2PD) f2.4 + góc rộng 12MP f1.5/2.4 + siêu rộng 16MP f2.2 123 độ) 	CPU: Exynos 9820 	RAM: 8GB 	Bộ Nhớ: 128GB / 512GB 			
https://tiki.vn/dien-thoai-samsung-galaxy-s9-plus-4gb-64gb-quoc-te-hang-nhap-khau-p16619963.html?src=category-page-1789.1795&2hi=0	Điện Thoại Samsung Galaxy S9 Plus (6GB/64GB) Quốc Tế - Hàng Nhập Khẩu	Samsung	Công nghệ màn hình Super AMOLED Màn hình rộng 6.2" 		Camera trước 8Mp 	Camera sau 12MP+12MP 		RAM 6GB 	Bộ nhớ & Lưu trữ Bộ nhớ trong 64 GB 		SIM SIM Nano 	Dung lượng pin 3500 mAh 
https://tiki.vn/dien-thoai-oppo-f5-youth-hang-chinh-hang-p923155.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO F5 Youth - Hàng Chính Hãng	OPPO	Thiết kế: Nguyên khối, màn hình tràn viền Màn hình IPS LCD 6 inch Full HD 		Camera Trước/Sau: 16MP/ 13MP 		CPU: Mediatek Helio P23 	RAM: 3GB 	Bộ Nhớ: 32GB 		SIM: 2 Nano SIM 	
