id	title	text	label
43	'Vietnamese NA leader, Russian PM discuss multifaceted relations'	'National Assembly\xa0Chairwoman Nguyễn Thị Kim Ngân meets\xa0Russian Prime Minister Dmitry Medvedev in Moscow on Wednesday.\xa0 — VNA/VNS Photo Trọng Đức\nMOSCOW — National Assembly (NA) Chairwoman Nguyễn Thị Kim Ngân had a meeting with Russian Prime Minister Dmitry Medvedev in Moscow on Wednesday (local time) as part of her official visit to the country.\nThe visiting leader highly valued the sound development of Việt Nam-Russia relations in all fields, affirming that the Vietnamese NA always supports the enhancement of comprehensive cooperation between the two countries, and will work with the Vietnamese Government to remove difficulties in bilateral cooperation in a timely manner, thereby helping to intensify their connections.\n\nMany major investment projects of the countries have been carried out recently, she said, noting there remains huge potential for investment partnership in fields such as developing urban infrastructure, transport infrastructure, the digital economy, and nuclear energy.\n\nAside from Russian projects in Việt Nam, there are also Vietnamese projects in Russia, including TH Group’s hi-tech dairy farm, Ngân said.\n\nThe chairwoman thanked Russia for creating conditions for VietJet Air to operate a direct route to Vladivostok and for TH Group to invest in the country, asking Russia to help remove barriers for Vietnamese goods to enter its market.\n\nViệt Nam is ready to create optimal conditions for the implementation of the two countries’ protocol on supporting the production of motorised vehicles in Việt Nam, she affirmed.\n\nThe two sides have also been working with each other in the field of digital technology, and cooperation in e-Government building in Việt Nam is being carried out actively, the NA leader said, calling on the Russian Government to continue supporting its Vietnamese counterpart in this regard.\n\nHighlighting the significance of oil and gas partnerships to bilateral relations, Ngân asked the Russian Government to further support and encourage Russian petroleum firms to engage in new projects in Việt Nam that are in line with international law, including the 1982 UN Convention on the Law of the Sea.\n\nViệt Nam always provides the best possible conditions and is ready to solve issues emerging during the cooperation process to ensure effective collaboration and balanced interests between both sides, the visiting leader stressed, adding that its NA will continue supervising and promoting the settlement of obstacles facing Russian petroleum businesses.\n\nAdditionally, the Centre for Nuclear Science and Technology in Việt Nam is also an important project in the countries’ comprehensive strategic partnership, which has opened up a new direction in cooperation. Some issues relevant to this project have not been resolved, so she asked the Vietnamese and Russian finance ministries to find a solution.\n\nPM Medvedev emphasised the sound relations between Russia and Việt Nam, noting there will be many important anniversaries of the two countries in 2020, following 120 activities of the Russia Year in Việt Nam and the Vietnam Year in Russia in 2019.\n\nHe also applauded the fruitful ties between their parliaments.\n\nPointing out a decline in bilateral trade this year, he said the two sides should tackle payment difficulties to facilitate the trade of agricultural products and medicine.\n\nRegarding energy partnerships, many companies from Việt Nam and Russia have been cooperating well but there are still some technical problems, the PM said, affirming the Russian Government will do its utmost and is ready to discuss with Việt Nam to resolve these issues.\n\nMedvedev also underlined the importance of education-training cooperation as well as the need to bolster tourism links as Việt Nam is currently a popular destination for Russian people. — VNS'	politics-laws
44	'Việt Nam determined to realise UN 2030 Agenda: Deputy PM'	"Deputy Prime Minister Vũ Đức Đam receives\xa0Resident Representative of the United Nations Development Programme (UNDP) in Việt Nam Caitlin Weisen\xa0said Hà Nội on Wednesday. — VNA/VNS Photo Dương Giang\nHÀ NỘI — The Vietnamese Government was determined to\xa0realise\xa0the 2030 Agenda for Sustainable Development, Deputy Prime Minister Vũ Đức Đam said in Hà Nội on Wednesday.\nReceiving Resident Representative of the United Nations Development Programme (UNDP) in Việt Nam Caitlin Weisen, the official said the Government advocated\xa0incorporating sustainable development goals in\xa0every national development strategy and programme.\nHe also added that Việt Nam would\xa0continue to raise\xa0awareness of the importance of the goals.\nViệt Nam will take on the role\xa0of ASEAN Chair in 2020 and become a non-permanent member of the United Nations Security Council.\nBesides the issue of climate change, the Government has asked for\xa0UNDP support to\xa0study\xa0and implement\xa0a number of the country's priorities at the UN.\nĐam also spoke highly of the co-operation and assistance from the UN and\xa0UNDP over the past 40 years, stressing that assistance programmes had been\xa0well implemented and effective, making positive contributions to the reform policy in Việt Nam.\nThe UNDP official\xa0briefed her host on a number of issues in the UNDP global human development report. For Việt Nam, the human development index had increased\xa0every year, placing the country 118th out of 193 countries and territories. Life expectancy stood at 75.3 years, schooling at\xa012.7 years, and the income gap at\xa018.1 per cent. — VNS"	politics-laws
45	'Deputy PM Trương Hòa Bình meets with Lao leaders'	'Deputy Prime Minister Trương Hòa Bình talks to General Secretary of the Lao People’s Revolutionary Party and President Bounnhang Vorachith in Laos on Wednesday. — VNA/VNS Photo Phạm Kiên\nVIENTIANE —\xa0Deputy Prime Minister Trương Hòa Bình paid courtesy calls to General Secretary of the Lao People’s Revolutionary Party and President Bounnhang Vorachith and Prime Minister Thongloun Sisoulith on Wednesday, as part of his working visit to Laos.\nThe Vietnamese Deputy PM congratulated Laos on its recent achievements and informed his hosts of the outcomes of\xa0talks with his Lao counterpart Bounthong Chithmany.\nHe said ministries and sectors were reviewing the implementation of agreements between the two countries’ leaders. They were also working hard to prepare for important diplomatic activities in early 2020, including the 42nd meeting of the Inter-Governmental Committee.\nWelcoming Bình’s visit, the Lao leaders congratulated Việt Nam on its\xa0recent successes, especially at the 30th SEA Games in the Philippines, including the gold medal won by\xa0the men’s football team.\nThey said\xa0the Party, State, Government and people of Laos always treasured\xa0and gave\xa0highest priority to the enhancement of their great relationship, special solidarity and comprehensive co-operation with Việt Nam, considering them\xa0vital to both nations’ revolutionary causes.\nParty General Secretary and President Bounnhang Vorachith agreed that Laos would\xa0co-ordinate with Việt Nam to promote\xa0and organise big anniversaries in 2020, including the 90th anniversary of the Communist Party of Việt Nam and the 65th founding anniversary of the Lao People’s Revolutionary Party.\nHe also expressed his hope that the two sides would focus on\xa0developing a border of peace, stability, friendship, co-operation and comprehensive development, while\xa0improving living standards for border residents\xa0and\xa0co-ordinating\xa0to deal with irregular migration, undocumented marriages, naturalisation and drug crime.\nThe host leader agreed to continue to create\xa0favourable conditions for the Vietnamese community in Laos to help them contribute to local development and bilateral ties.\nValuing the outcomes of the talks between Deputy PMs Bình and Bounthong Chithmany, PM Thongloun Sisoulith pledged the best possible conditions for the countries’ ministries and sectors to realise the outcomes of the\xa0visit.\nHe agreed to maintain mutual high-ranking visits and meetings, co-ordinate to review and promote the implementation of high-level agreements reached in 2019, and prepare for the 42nd meeting of the Inter-Governmental Committee early next year.\nThe Lao side would\xa0also ensure the quality and implementation pace of important projects, including the Hà Nội-Vientiane expressway and the Vientiane-Vũng Áng railway projects, the PM added.\nRegarding co-operation within multilateral frameworks, Deputy PM Bình thanked\xa0Laos for supporting Việt Nam’s candidacy for non-permanent membership of the UN Security Council for 2020-21.\nThe Lao leaders said their country would\xa0continue supporting and co-operating closely with Việt Nam during the\xa0ASEAN Chairmanship in 2020. It would\xa0also bolster bilateral co-operation within sub-regional mechanisms such as the Cambodia-Laos-Việt Nam co-operation, the Cambodia-Laos-Myanmar-Việt Nam co-operation, and the Ayeyawady-Chao Phraya-Mekong Economic Co-operation Strategy.\nAt a\xa0meeting with Chief Justice of the People’s Supreme Court of Laos Khampha Xengdala, Deputy PM Bình said judicial co-operation was an important field for both sides, noting it had\xa0enjoyed many breakthrough developments.\nViệt Nam was ready to assist the supreme court\xa0and other\xa0courts in\xa0Laos to develop their judicial work, he added.\nThe Lao official appreciated the Government and the Supreme People’s Court of Việt Nam for assisting his country’s court and judicial sector, suggesting the two sides further share judicial experience, boost co-operation and work together on training personnel. — VNS'	politics-laws
46	'Friendship, co-operation with Russia a priceless asset: NA leader'	'National Assembly Chairwoman Nguyễn Thị Kim Ngân delivers\xa0a speech at\xa0a plenary session of the Federation Council of Russia on Wednesday. — VNA/VNS Photo Trọng Đức\nMOSCOW —\xa0National Assembly (NA) Chairwoman Nguyễn Thị Kim Ngân attended a plenary session of the Federation Council of Russia and delivered a speech\xa0on Wednesday, affirming the traditional friendship and co-operation with Russia as a priceless asset that Việt Nam was determined to treasure.\nAddressing the session, held during her official visit to Russia, the top legislator said almost 70 years ago, on January 30, 1950, the then Soviet Union set up diplomatic relations\xa0with Việt Nam, becoming one of the first countries to do so.\nShe recalled the strong support the Soviet Union\xa0gave to Việt Nam during the struggle to defend and reunify the nation, and said that Việt Nam would always remember and respect\xa0the wholehearted assistance offered by the Soviet Union’s people\xa0for its fight for national independence and reunification.\nShe also attributed the reconstruction and development of Việt Nam partly to solid ties with Russia, noting that the Soviet Union and Russia had\xa0helped the country train tens of thousands of cadres and build major structures that were\xa0important\xa0to Việt Nam’s socio-economic development.\nBilateral relations were lifted to a\xa0strategic partnership in 2001, and a\xa0comprehensive strategic partnership – the highest relationship framework for\xa0Việt Nam – in 2012, marking a breakthrough development in the countries’ connections, she said.\nOn that basis, Việt Nam-Russia ties had\xa0enjoyed strong strides, the chairwoman said, highlighting\xa0political trust and co-operation mechanisms established in all fields.\nEconomic links had been growing,\xa0with bilateral trade hitting a record US$4.5 billion in 2018 and $3.4 billion in the first nine months of 2019. Việt Nam\xa0was the first country to sign a free trade agreement with the Eurasian Economic Union, of which Russia is a key member. Additionally, bilateral investment had\xa0continued to expand\xa0with many large projects, including oil and gas, according to the NA leader.\nShe added that co-operation in defence and security had\xa0increased while people-to-people exchanges had\xa0also been enhanced, and more young Vietnamese had\xa0chosen Russia to study in. Meanwhile, Việt Nam remained\xa0a popular destination for Russian tourists with more than 600,000 people from Russia visiting the Southeast Asian nation in 2018, and that\xa0figure reached\xa0500,000 in the first nine months of this year.\nIt was hard to find another\xa0country that the Vietnamese people held\xa0such a profound sentiment for like Russia, and this was shown not only through political and economic partnerships, but also cultural exchanges and connectivity, Ngân noted.\nThe Vietnamese leader went on to say the sound relations between\xa0the two countries had helped parliamentary co-operation to grow.\nDuring a\xa0trip to Việt Nam in December 2018 by Chairman of the State Duma Vyacheslav V. Volodin, the two sides inked a co-operation agreement on the establishment of an inter-parliamentary co-operation committee between the Vietnamese NA and the State Duma of Russia. This committee was the highest form of co-operation of the Vietnamese legislature, Ngân said.\nShe emphasised that amid complex developments and potential risks in the international arena, the continued enhancement of the Việt Nam-Russia comprehensive strategic partnership was not only an objective requirement but also the aspiration of the two countries’ leaders and peoples. It also ensured the success of each nation’s reforms and development, while contributing to peace, stability, co-operation, development and prosperity in the region and the world.\nNgân underlined Việt Nam’s appreciation of Russia’s stance on the East Sea issue, which was supporting the peaceful settlement of disputes on the basis of international law, including the 1982 United Nations Convention on the Law of the Sea, to help maintain peace, stability, freedom, safety and security of navigation and overflight in the East Sea, as well as supporting the full and serious implementation of the Declaration on the Conduct of Parties in the East Sea and the early finalisation of a Code of Conduct in the waters.\nShe repeated Party General Secretary,\xa0State President Nguyễn Phú Trọng’s statement that Việt Nam’s consistent policy was to always attach importance to and further strengthen its\xa0comprehensive strategic partnership with Russia, and considered Russia one of its\xa0leading partners. Meanwhile, Russian President Vladimir Putin also described Việt Nam as a leading partner of his country in the Asia-Pacific region.\nAs Chair of ASEAN and the ASEAN Inter-Parliamentary Assembly (AIPA) in 2020, Việt Nam would\xa0continue reinforcing the strategic partnership between ASEAN and Russia and help promote Russia’s voice and stature in the region, she noted, adding that as a non-permanent member of the UN Security Council for 2020-21, it would\xa0also work\xa0closely with Russia.\nThe NA leader expressed her belief that the Việt Nam-Russia comprehensive strategic partnership would continue to develop\xa0and overcome challenges\xa0to match their long-standing friendship.\nIn that process, their parliaments would\xa0continue to play\xa0a crucial role in forming\xa0favourable legal frameworks, increasing supervision and stepping up the implementation of co-operation agreements and projects. They would\xa0also co-ordinate more closely at international inter-parliamentary forums for the sake of the two peoples, as well as for peace, co-operation, development and prosperity in the region and the world, she said.\nThe speech by NA Chairwoman Ngân was broadcast live on the TV channel of the Federation Council (vmeste-rf.tv). — VNS'	politics-laws
47	'NA Chairwoman holds talks with leader of Russia’s State Duma'	'National Assembly Chairwoman Nguyễn Thị Kim Ngân and Chairman of the State Duma of Russia Vyacheslav V. Volodin\xa0co-chair\xa0the first meeting of the Inter-Parliamentary Co-operation Committee between the Vietnamese NA and the State Duma of Russia. — VNA/VNS Photo Trọng Đức\nMOSCOW —\xa0Việt Nam treasured\xa0and was determined to strengthen its\xa0comprehensive strategic partnership with Russia,\xa0National Assembly (NA) Chairwoman Nguyễn Thị Kim Ngân said during a meeting with\xa0Chairman of the State Duma of Russia Vyacheslav V. Volodin in Moscow on Wednesday as part of her official visit to Russia.\nNgân said Việt Nam was delighted at the enormous achievements the Russian people had made to\xa0raise Russia’s stature in the region and the world.\nThe country viewed\xa0parliamentary co-operation as an important field in the Việt Nam-Russia comprehensive strategic partnership, she said, adding that it highly valued the State Duma Chairman’s initiative to set up the Inter-Parliamentary Co-operation Committee, which is the highest parliamentary co-operation mechanism recognised by\xa0the Vietnamese NA.\nThe top legislator also applauded the mutual support and close co-ordination between the countries’ parliamentary bodies in the international arena, as well as their active participation in multilateral forums.\nAs Chair of the 41st General Assembly of the ASEAN Inter-Parliamentary Assembly (AIPA), the Vietnamese NA would\xa0continue to promote the strategic partnership between ASEAN and Russia, helping to raise Russia’s standing in the region for peace, stability and development in the world, she said.\nNgân also asked both sides to increase exchange and co-operation between their parliaments, step up co-ordination in supervising and promoting the implementation of co-operation agreements signed between the two Governments, and\xa0perfect legal frameworks to help localities, businesses and people to bolster win-win co-operation.\nBilateral trade and investment ties had\xa0enjoyed progress since a\xa0free trade agreement was signed\xa0between Việt Nam and the Eurasian Economic Union, of which Russia is a member, that took effect in October 2016. Trade reached US$4.5 billion in 2018, up 30 per cent from 2017, and $3.4 billion in the first nine months of 2019.\nMeanwhile, partnerships in energy, oil and gas remained an important pillar in economic links, she said, noting that during the visit, Vietnamese Deputy Prime Minister Vương Đình Huệ had held talks with his Russian counterpart Dmitry Kozak to discuss co-operation in this domain and seek ways to tackle difficulties.\nThe leader stressed that room for economic co-operation, trade and investment between the two countries remained\xa0high, and expressed her hope that Russia would\xa0increase co-operation with Việt Nam in the fields it had\xa0advantages in and Việt Nam had\xa0demand for.\nShe thanked Russia for increasing its scholarships for Vietnamese students to 1,000 each year, saying\xa0she hoped\xa0the two legislatures would\xa0facilitate the issuance of visas for Vietnamese citizens.\nDuring the talks, Ngân informed her host of the socio-economic situation in Việt Nam, stressing that Việt Nam would\xa0continue to implement its foreign policy of independence, co-operation and development.\nViệt Nam highly valued\xa0Russia’s stance on the East Sea issue, under which Russia supported\xa0the settlement of differences by peaceful measures\xa0on the basis of international law, including\xa0the 1982 UN Convention on the Law of the Sea, contributing to the maintenance of peace, stability, freedom, safety and security of navigation and aviation in the East Sea.\nFor his part, the Russian leader said his country attached\xa0importance to the trip made by the NA Chairwoman, during which the two officials co-chaired the first meeting of the Inter-Parliamentary Co-operation Committee between the Vietnamese NA and the State Duma of Russia.\nUnder the new\xa0mechanism, the two parliaments would\xa0further enhance their comprehensive strategic partnership, he said.\nHe added that the two countries were capable of achieving\xa0bilateral trade of $10 billion.\nVolodin also stressed the two sides would try to find out the causes of the decrease in the relations of bilateral trade this year to boost\xa0economic relations and trade and investment, on the basis of which concrete decisions could be made to reach the\xa0$10 billion target. — VNS'	politics-laws
48	'VN stresses settlement of maritime disputes by peaceful measures'	'Việt Nam’s representative to the United Nations\xa0Phạm Hải Anh delivers a speech at the meeting. — Photo baochinhphu.vn\nNEW YORK — Phạm Hải Anh, Việt Nam’s representative to the United Nations, on Tuesday affirmed Việt Nam’s consistent stance that all disputes should be settled with peaceful measures, in line with international law, including the UN Convention on the Law of the Sea (UNCLOS).\nSpeaking at a plenary meeting on oceans and the law of the sea of the 74th session of the UN General Assembly in New York, Anh said the settlement of disputes should also respect diplomatic and legal processes and not use or threaten to use force.\n\nHe stressed the role of the UNCLOS as a constitution on oceans and the sea, especially in waters with disputes like the East Sea, over the past 25 years.\n\nAs a coastal country, Việt Nam is well aware that the peaceful and sustainable use of the sea is a vital condition for sustainable development, he said.\n\nHe went on to say that Việt Nam calls on all countries to fully observe regulations of the UNCLOS and related agreements, and respect the rights of coastal countries in waters defined in the convention, including maritime economic activities.\n\nThe official also expressed Việt Nam’s concern over the recent events in the East Sea, which have seriously violated the sovereign right and jurisdiction of Việt Nam.\n\nViệt Nam appeals to concerned parties not to repeat such violations and avoid unilateral activities that exacerbate tensions in the East Sea, and urged efforts to ensure safety and security of navigation and aviation in the waters.\n\nAll parties need to exercise restraint, not militarise or carry out activities that may complicate the present situation or expand and increase disputes, while fully implementing the Declaration on the Conduct of Parties in the East Sea (DOC) and working for the early completion of an effective and pragmatic Code of Conduct in the East Sea (COC), Anh said.\n\nThe plenary meeting looked into the UN Secretary General’s reports on oceans and the law of the sea, as well as relevant draft resolutions.\n\nMany countries such as the US, Germany, Japan and Australia also touched upon the disputes in the East Sea and raised their concern over claims of historic rights, and historical claims towards maritime resources.\n\nThey shared the view that all claims must conform to international law, including the UNCLOS, and affirmed that the freedom of navigation and aviation must be guaranteed.\n\nThey also called on parties to address international disputes without force or threats.\n\nAt the end of the meeting, the 74th session of the UN General Assembly adopted annual resolutions on sustainable fisheries, and oceans and the law of sea. — VNS'	politics-laws
49	'Vietnamese, Russian top legislators hold talks'	'Chairwoman of the National Assembly Nguyễn Thị Kim Ngân (left) meets\xa0Chairwoman of the Russian Federation Council Valentina Matviyenko in Moscow on Tuesday.\xa0— VNA/VNS Photo Trọng Đức\nMOSCOW — Chairwoman of the National Assembly Nguyễn Thị Kim Ngân held talks with Chairwoman of the Russian Federation Council Valentina Matviyenko in Moscow on Tuesday.\nNA Chairman Ngân said Việt Nam always treasures the relations with Russia which is of primary importance to its foreign policy.\nViệt Nam wants to foster a deeper, more effective and comprehensive cooperation with Russia to bring benefits to both sides, she said.\n\nShe was delighted to talk about the two countries’ cooperation in economics, trade and investment which has seen progress since the Việt Nam-EAEU Free Trade Agreement went into force in October, 2016. Last year, the Việt Nam-Russia trade surged 30 per cent from a year earlier to US$4.5 billion. In the first three quarter of 2019, the two-way trade reached $3.4 billion.\n\nHowever, there is plenty of room for expansion, she said.\n\nShe suggested the two parliaments urge competent authorities of both countries to provide broader market access to each other’s agricultural and fishery products alongside other export items.\n\nNgân also spoke highly of the two nations’ partnership in energy, of which oil and gas is the main pillar, while saying she is pleased to see cooperation in defence, security and military technology, education and training, science and technology, culture, and tourism between the two sides flourishing.\n\nThe two leaders shared delight at the boom in tourism cooperation in recent years with a record number of Russian tourists visiting Việt Nam last year which exceeded 600,000, making Russia Việt Nam’s largest source of foreign visitors.\n\nMeanwhile, Vietnamese visitors to Russia are estimated to grow by 20 per cent to about 54,000 this year.\n\nNgân later used the occasion to thank Russia for supporting the Vietnamese community living there and asked her host to facilitate issuing visas for Vietnamese citizens and fishermen to Russia while the two countries are negotiating a travel agreement.\n\nThe Vietnamese top legislator praised the mutual support and close coordination between legislative bodies on the international arena, as well as their active participation in multilateral forums.\n\nAs Chair of the 41st General Assembly of the ASEAN Inter-Parliamentary Assembly (AIPA 41), the Vietnamese NA will work to promote the ASEAN-Russia strategic partnership, she said.\n\nShe used the occasion to invite Matviyenko and other deputies of the Russian Federation Council to visit Việt Nam and attend the AIPA 41 slated for late August and early September 2020 in Hạ\xa0Long City, the northern province of Quảng Ninh.\n\nNgân noted with pleasure the continuously enhanced collaboration between Vietnamese and Russian localities such as Hà Nội-Moscow, HCM City-Saint Petersburg, Bình Thuận-Kaluga, Hà Tĩnh-Tula, and Nam Định-Krasnodar.\n\nShe suggested Matviyenko support the Republic of Tatarstan to set up twinning relationship with Việt Nam’s Mekong Delta province of Kiên Giang, and urged the Russian Federation Council to continue working as a bridge connecting localities of the two countries.\n\nRegarding the East Sea issue, she stressed Việt Nam highly appreciates Russia’s stance on supporting the settlement of disputes by peaceful measures on the basis of international law, firstly the 1982 United Nations Convention on the Law of the Sea (1982 UNCLOS), contributing to maintaining peace, stability, freedom, safety and security of navigation and aviation in the East Sea, and backing the full and serious implementation of the Declaration on the Conduct of Parties in the East Sea (DOC), towards the early completion of a Code of Conduct in the East Sea (COC).\n\nMatviyenko highlighted the role of Vietnamese and Russian friendship parliamentarians’ groups, and called on the groups to sign more biennial cooperation agreements and join hands in supervising the realisation of inked deals.\n\nThe Russian Federation Council hopes for more exchanges of young parliamentarians and effective coordination between the two legislative bodies at regional and international parliamentary forums in the time ahead, she said.\n\nMatviyenko also proposed organising the first meeting between the committees for external affairs of the two legislatures.\n\nShe invited NA Chairwoman Ngân to attend the third Eurasian Women’s Forum scheduled for 2021 in Russia.\n\nTalking about partnerships between localities, Matviyenko introduced the Siberia region – the centre of Russia, saying the country aims to attract foreign investors in the region.\n\nShe said as Việt Nam and Russia are negotiating an inter-governmental agreement on organised recruitment of Vietnamese citizens to work in Russia, and appealed to the two legislatures to provide legal assistance during the signing, ratification and enforcement of the document. — VNS'	politics-laws
50	'Deputy PM Trương Hòa Bình visits Laos'	'Deputy Prime Minister Trương Hòa Bình meets Lao National Assembly Chairwoman Pany Yathotou on Tuesday in Vientiane.\xa0— VNA/VNS Photo\nVIENTIANE — Deputy Prime Minister Trương Hòa Bình held talks with his Lao counterpart Bounthong Chitmany and met with National Assembly Chairwoman Pany Yathotou on Tuesday as part of his official visit to Laos.\nThe two Deputy PMs shared their joy over the development of bilateral ties in all fields, and affirmed their resolve to continue giving the highest priority to strengthening the great relationship between the two countries.\n\nThey agreed on the need to continue implementing reached agreements and the outcomes of the 41st meeting of the Việt Nam-Laos\xa0Inter-Governmental Committee, and the importance of the sharing of information and experience, especially experiences in Party building, preparations for Party congresses, economic development and settlement of macro-economic difficulties.\n\nDeputy PM Bounthong Chitmany pledged to continue instructing Lao forces to cooperate closely with their Vietnamese counterparts to stop all attempts of sabotage by hostile forces, particularly in border areas, and to fight transnational crime, especially drug crime.\nDeputy PM Bình said Việt Nam is ready to share with Laos experiences in law building and help Laos enhance the capacity of its justice officials.\n\nThe two sides appreciated the good progress in bilateral economic ties, noting a 12.6 per cent increase in two-way trade to US$936 million in the first 10 months of this year.\n\nThey agreed to push ahead with the implementation of the two countries’ agreements on trade and border trade while working out plans to revise those two deals in response to requirements in the new situation.\n\nThe two Deputy PMs paid special attention to border trade, saying this is an important factor to improve socio-economic conditions and maintain security and stability in border localities.\n\nDeputy PM Bình thanked Laos for continuing to facilitate investment activities by Vietnamese enterprises in Laos, helping Việt Nam maintain its third position among foreign investors in Laos with more than 400 projects valued at $4.22 billion.\nHe asked the Lao side to continue working with Việt Nam to remove difficulties for Vietnamese investment projects, and holding meetings between the Lao Government and the Vietnamese investors in Laos.\n\nThe two Deputy PMs also discussed measures to enhance cooperation in labour, auditing, religious and ethnic matters, inspection and corruption prevention.\n\nThe Lao Deputy PM used the occasion to confirm that Laos will support Việt Nam when the country serves as a non-permanent member of the UN Security Council in 2020-21 and Chair of the ASEAN in 2020.\n\nHe said Laos supports the ASEAN’s common stance on the common security issues of the region, including the East Sea issue and the Mekong river’s water resource.\n\nThe same day, Deputy PM Bình paid a courtesy call to National Assembly Chairwoman Pany Yathotou, during which the Lao top legislator pledged that the Lao NA will create favourable conditions for the two Governments to promote cooperation across the fields.\n\nThe Lao NA will also intensify the supervision of key joint projects of Việt Nam and Laos, including the project on building a new building for the Lao NA, she said.\n\nThe Vietnamese Deputy PM affirmed that he will continue to work on issues of common concern, such as promoting Vietnamese investment in Laos and settling matters related to free migration, unregistered marriages and nationality in accordance with the agreement signed between the two governments. — VNS'	politics-laws
51	'Russia supports businesses in cooperation with Việt Nam: Deputy PM Kozak'	'Deputy Prime Minister Vương Đình Huệ (left) meets\xa0Russian Deputy Prime Minister Dmitry Kozak in Moscow on Tuesday.\xa0— VNA/VNS Photo Duy Trinh\nMOSCOW — The Russian Government always supports its businesses in increasing cooperation with Việt Nam, especially in the fields of oil and gas and energy, according to Russian Deputy Prime Minister Dmitry Kozak.\nHe said\xa0during discussions with his Vietnamese counterpart Vương Đình Huệ in Moscow on Tuesday, held in the framework of an official visit by Vietnamese National Assembly Chairwoman Nguyễn Thị Kim Ngân.\nThe two Deputy PMs shared the assessment that bilateral economic, trade and investment ties have recorded positive development recently, with two-way trade value reaching US$4.5 billion in 2018 and $3.77 billion in the first 10 months this year, and new investment projects launched.\n\nIn the context of multiple fluctuations in the world, the two sides agreed to coordinate to remove non-tariff barriers for each other’s goods, especially for agricultural and fishery products, with a view to optimising their potential and advantages created by the Việt Nam-EAEU free trade agreement.\n\nDeputy PM Huệ stressed that Việt Nam attaches importance to the partnership with Russia in oil and gas and energy, which are important pillars of the Việt Nam-Russia comprehensive strategic partnership.\n\nThe two sides agreed to work to remove obstacles that are hindering their joint projects in Việt Nam, and expanding the scale of joint projects in energy and oil and gas while improving the operational efficiency of joint ventures Vietsovpetro and Rusvietpetro. They pledged to facilitate the participation of oil and gas enterprises of both countries in new schemes in oil and gas exploration and exploitation, and gas-fuelled electricity generation.\n\nThe two Deputy PMs also examined bilateral cooperation in finance and banking, as well measures to implement high-level agreements on several key cooperation projects.\n\nThe same day, Deputy PM Huệ\xa0meet with executives of Gazprom, Zarunezhneft and Power Machines. He used the occasion to stress how the Vietnamese Government always welcomes and creates favourable conditions for Russian firms to expand oil and gas exploration and exploitation activities in Việt Nam’s continental shelf as well as in other fields. — VNS'	politics-laws
52	'NA leader visits Vietnamese embassy, TH Group’s project in Russia'	'National Assembly (NA) Chairwoman Nguyễn Thị Kim Ngân visited the Vietnamese Embassy in Russia on Tuesday as part of her official trip to the country. — VNA/VNS Photo Trọng Đức\nMOSCOW — National Assembly (NA) Chairwoman Nguyễn Thị Kim Ngân visited the Vietnamese Embassy in Russia on Tuesday as part of her official trip to the country.\nSpeaking to embassy staff, the top legislator said Russia is a focus in the Party and State’s foreign policy.\nShe stressed that amid complicated international and regional developments and an increase in cases requiring citizen protection, the embassy should be more active and step up measures to support Vietnamese expatriates.\nNgân also visited the hi-tech dairy farm of TH Group in Volokolamsk District of Moscow Oblast yesterday.\nSpeaking to the Vietnamese parliamentary delegation in Volokolamsk, Deputy Chairman of the Moscow Region Government Khromov Vadim Valerianovich said Việt Nam and Russia boasted a traditional friendship and they should keep strengthening this relationship.\nHe said TH Group’s project had received support from the two countries’ top leaders, voicing his delight that the project would have put into use about 70ha of land in Moscow Oblast by April 2020 and 6,000 cows by August the same year.\nHe said local authorities would do everything they can to join the Vietnamese partner in implementing the project on schedule, expressing his belief it would help bolster the two countries’ co-operation.\nA TH Group representative said the business was carrying out a dairy farming and processing complex and some food projects with total capital of US$2.7 billion in Moscow Oblast, Kaluga Oblast, the Republic of Bashkortostan and the Primorye region.\nIn Moscow Oblast, the group plans to build three clusters of farms with a material area covering more than 30,000ha of land. The first cluster in Volokolamsk District became operational in January 2018. Work on the second cluster in Shatursky District is scheduled to begin next year.\nChairwoman Ngân highly valued TH Group’s efforts to develop its dairy farming and processing project in Russia, congratulating the firm on its initial achievements.\nShe said the NA and the Government would direct agencies to deal with difficulties facing the group during project implementation, adding that she hopes this project would be successful and become a highlight of Việt Nam-Russia ties. VNS'	politics-laws
